name,interests
Barbara Rogers,Papiamento
Patrick Walker,Dari
Denise Rodriguez,Gagauz
Ruby Barnes,Georgian
Lori Cooper,Korean
Mark Alvarez,Ndebele
Jeremy Washington,Mongolian
Tina Robertson,Pashto
Elizabeth Thomas,Lao
Lori Hicks,Northern Sotho
Bruce Washington,Dutch
Margaret Howard,Pashto
Jack Reyes,Telugu
Frank Webb,Telugu
Jack Fisher,Burmese
Ralph Collins,Kyrgyz
John Simmons,Dhivehi
Anthony Lawrence,Kyrgyz
Marie Peterson,Icelandic
Nicole Carpenter,Luxembourgish
Raymond Peterson,Irish Gaelic
Judith Hansen,Zulu
James Hughes,Swedish
Henry Mendoza,Norwegian
William Burns,Macedonian
David Wells,Filipino
Philip Spencer,Icelandic
Nancy Gomez,Hiri Motu
Rose Hunter,Hungarian
Kenneth Rice,Aymara
Jacqueline Stewart,Tsonga
Michael Grant,Sotho
Jean Gomez,Nepali
Jeffrey Austin,Luxembourgish
Sara Ferguson,Thai
Helen Matthews,Tetum
Terry Medina,Punjabi
Randy Romero,Dari
Robert Fields,Telugu
Laura Duncan,French
Carl Dixon,Dzongkha
Jerry Graham,Dzongkha
Helen Miller,Moldovan
Douglas Fernandez,Bislama
Tammy Castillo,Catalan
Bruce Moore,Aymara
Joyce Cox,Mongolian
Amanda Thompson,Papiamento
Denise Fisher,Azeri
Pamela Dixon,Persian
Virginia Hall,Malay
Jeffrey Wood,Sotho
Cynthia Johnson,Finnish
Anthony Lynch,Kyrgyz
Anna Dean,New Zealand Sign Language
Frances Howell,Fijian
Ruby Romero,Latvian
Steven Bryant,Punjabi
Aaron Nelson,Montenegrin
Linda Harrison,Persian
Kimberly Oliver,Marathi
Jimmy Ray,West Frisian
Carolyn Watkins,Ndebele
Martha Morrison,Albanian
Ernest Sims,Irish Gaelic
Phillip Austin,German
Evelyn Moore,Māori
Kenneth Murphy,Persian
Jennifer Austin,Haitian Creole
Jimmy Bowman,Czech
Lawrence Chavez,Dzongkha
Lois Perry,Northern Sotho
Edward Edwards,Dhivehi
Charles Hayes,Tamil
Joan Brooks,Indonesian
Pamela Harper,Gujarati
Linda Davis,Afrikaans
Janet Martin,Somali
Amy Jordan,Tok Pisin
Jack Griffin,Armenian
Mark Collins,Malayalam
Stephanie Harris,Kurdish
Beverly Carroll,Chinese
Ryan Jackson,Icelandic
Juan Russell,Sotho
Albert Wood,Korean
Emily Martinez,Tok Pisin
Kathryn Rivera,Danish
Justin Allen,Northern Sotho
Cynthia Romero,Malay
Richard Allen,Italian
Denise Moore,Nepali
Cheryl Freeman,Swahili
Ruth Chapman,Chinese
Larry Allen,Hiri Motu
Donna Jenkins,Danish
Deborah Matthews,Haitian Creole
Nancy Ellis,French
Amanda Ruiz,Punjabi
Gregory Rivera,Finnish
Lois Diaz,Northern Sotho
Jennifer Vasquez,Kurdish
Antonio Howell,Swati
Lisa Kim,Estonian
Fred Morgan,Pashto
Christopher Jackson,Japanese
Donald Ford,Icelandic
Gloria Rose,Tamil
Teresa Cook,Māori
Andrew Watkins,Tsonga
Irene Stone,Hebrew
Sara Edwards,Belarusian
Walter Reynolds,Mongolian
Philip Gray,New Zealand Sign Language
Brenda Long,Dari
Dorothy Vasquez,Moldovan
Keith Stewart,Portuguese
Nicole Stevens,Fijian
Evelyn Welch,Gujarati
Ralph Shaw,Northern Sotho
Gary Evans,Kyrgyz
Ruby Dean,Kazakh
Arthur Hudson,Indonesian
Craig Carter,French
Christina Frazier,Armenian
Jennifer Lynch,Arabic
Scott White,Moldovan
Shawn Fisher,Spanish
Fred Gibson,Quechua
Dorothy Shaw,Hindi
Samuel Armstrong,Burmese
Gerald Young,Lithuanian
Larry Cruz,Bengali
Robert Hansen,Fijian
Diana Hernandez,Lithuanian
Beverly Richardson,Croatian
Nicholas Hernandez,Kazakh
Brian Fields,Afrikaans
Juan Martin,Greek
Lillian Gomez,Lithuanian
Sarah Chavez,Swedish
Jack Ferguson,Khmer
Louis Gomez,Filipino
Bonnie Woods,Persian
Anthony Olson,Papiamento
Charles Butler,Hebrew
Andrew Stone,German
Todd Freeman,Chinese
Sharon Mason,Luxembourgish
Jessica Webb,Dzongkha
Karen Carter,Indonesian
Catherine Phillips,German
Johnny George,Malay
Gloria Jones,Kyrgyz
Kelly Ward,Oriya
Christine Sims,Tajik
Brian Hunt,Hindi
Jonathan Welch,Bosnian
Fred Frazier,Assamese
Sandra Chapman,Tswana
Jacqueline Schmidt,Albanian
Walter Williams,Swahili
Jonathan Carr,Kashmiri
Carl Morales,Ndebele
Ronald Morgan,Kurdish
Marie Edwards,Yiddish
Dorothy Lynch,Belarusian
Donald Garrett,German
Clarence Nichols,Aymara
Virginia Gilbert,Malagasy
Arthur Austin,Northern Sotho
Ronald Harris,Georgian
Donald Kelley,Hungarian
Clarence Jordan,Hindi
Ruth Jordan,Oriya
Judith Baker,Kurdish
Michelle Turner,Estonian
Ashley Carter,Kazakh
Walter Bradley,Thai
Sara Holmes,Bosnian
Ruth Patterson,Irish Gaelic
Evelyn Knight,Zulu
Lisa Mitchell,Assamese
Anne Ramos,Bulgarian
Willie Butler,Quechua
Michael Olson,Dzongkha
Lisa Frazier,Bulgarian
Tammy Stevens,Swahili
Marie Bowman,Yiddish
Jason Richards,Arabic
Albert Freeman,Hungarian
Carol Meyer,Tsonga
Fred Sullivan,Montenegrin
Andrea Butler,Telugu
Steven Fisher,Malagasy
Doris Franklin,Kurdish
Joseph Fox,Pashto
Brenda Sanders,Romanian
Joyce Frazier,Tswana
Deborah Russell,Aymara
Kathryn Henry,Malagasy
Billy Cook,Afrikaans
Mary Hansen,Lao
Shawn Wagner,Catalan
Jack Kelley,Dzongkha
Fred Lane,New Zealand Sign Language
Bruce Ross,New Zealand Sign Language
Judy Torres,Hebrew
Scott Little,Quechua
Billy Sanchez,Norwegian
Paula Jacobs,Burmese
Jose Fowler,New Zealand Sign Language
Antonio Cook,Oriya
Andrew Bryant,Norwegian
Doris Hall,Lithuanian
Ruby Snyder,Macedonian
Alice Carter,French
Jean Robinson,Northern Sotho
Ashley Duncan,Gujarati
Anne Wood,Hiri Motu
Juan Ramirez,Gagauz
Rebecca Long,Croatian
Andrea Lawson,Aymara
Janice Kennedy,Kyrgyz
Carol James,Malagasy
Matthew Richardson,Dhivehi
Samuel Dean,Arabic
Roger Thomas,Persian
Jerry Sullivan,Marathi
Anthony Day,Pashto
Kimberly Patterson,Hiri Motu
Scott Perry,English
Anthony Butler,Arabic
Amanda Rose,Maltese
Jacqueline Hunt,Aymara
Walter Myers,New Zealand Sign Language
Earl Welch,Greek
Cynthia Bryant,Northern Sotho
Lois Dean,Bosnian
Joe Pierce,Portuguese
Victor Henry,Persian
Mary Howard,Amharic
Irene Ferguson,Tajik
Rebecca Fuller,Northern Sotho
Bonnie Washington,Tsonga
Fred Stevens,English
Raymond Hudson,Kashmiri
Anne Carpenter,Catalan
Ruth Franklin,Irish Gaelic
Brenda Gonzales,Chinese
Carl Ward,Kurdish
Jerry Ruiz,German
Karen Crawford,Korean
Phillip Patterson,Croatian
Diane Marshall,Tok Pisin
Jimmy Gibson,Armenian
Kelly Wood,Kyrgyz
Shirley Woods,Swahili
Maria Larson,Punjabi
Jeffrey Campbell,Chinese
Julia Wilson,Macedonian
Fred Lawson,Armenian
Denise Price,Italian
Jack Young,New Zealand Sign Language
Edward Martinez,Nepali
Mildred Gomez,Haitian Creole
Dennis Walker,Hebrew
Adam Chapman,Quechua
Eric Ray,Tamil
Albert Armstrong,Hindi
Andrew Ortiz,Romanian
Martin Fuller,Guaraní
Robert Hicks,Dari
Rebecca Stephens,Somali
Roger Kelley,Catalan
Walter Nguyen,Hindi
Earl Sanchez,Kyrgyz
Douglas Hanson,Hungarian
Judith Gordon,Yiddish
Amanda Dixon,Tajik
David Gomez,Armenian
Betty Kelly,Bislama
Kathy Davis,Czech
Antonio Schmidt,Indonesian
Margaret Wright,Gujarati
Marilyn Taylor,Thai
Stephanie Brooks,Malayalam
Todd Sanders,Polish
Karen Andrews,Latvian
Ann Ford,Oriya
Matthew George,Mongolian
Gloria Welch,Romanian
Frances Spencer,Greek
Tina Nelson,Swati
Harry Russell,Hindi
Margaret Ruiz,Japanese
Thomas Montgomery,Catalan
Nicholas Rogers,Luxembourgish
Louis White,Arabic
Angela Long,Papiamento
Susan Austin,Dutch
Louise Pierce,West Frisian
Chris George,Bulgarian
Jerry Matthews,Albanian
Bruce Woods,Kashmiri
Kathleen Welch,Pashto
Eric Vasquez,Somali
Stephen Meyer,Swati
Kathleen Lane,Dari
Mark Gordon,Icelandic
Carlos Simmons,Georgian
Matthew Williamson,Dari
Frank Martin,Sotho
George Phillips,Kazakh
Harold Grant,Czech
Harold Howard,Burmese
Diane Adams,Bengali
Kenneth Chavez,Azeri
Janet Morris,Polish
Jeffrey Webb,Czech
Ernest Ray,Aymara
Jerry Rice,Lao
Louise Welch,Pashto
Carol Mendoza,Marathi
Clarence Banks,Thai
Theresa Webb,Kazakh
Irene Fields,Georgian
Albert Gardner,Lao
Doris Grant,Norwegian
Kathryn Mccoy,Montenegrin
Brenda Carroll,Punjabi
Phyllis Scott,Tok Pisin
Carlos Chavez,Lao
Denise Hamilton,Maltese
Diana Spencer,Estonian
Scott Howell,Zulu
Carol Crawford,New Zealand Sign Language
Steven Stanley,Kyrgyz
Ann Hernandez,Somali
Janice Chapman,Icelandic
Peter Ruiz,Arabic
Angela Evans,Norwegian
Billy Daniels,Irish Gaelic
Larry Gardner,Burmese
Tina Sanchez,Tok Pisin
Ashley Meyer,Danish
Tina Watson,Greek
Stephanie Nichols,Fijian
Helen Ford,Arabic
Rachel Bennett,Somali
Joe Sanders,Haitian Creole
Antonio Nelson,Filipino
Martin Henry,Catalan
Andrew Miller,Estonian
Lillian Perkins,Khmer
Bruce Young,Icelandic
Joyce Payne,Northern Sotho
Brenda Snyder,Quechua
Patrick Morris,Malay
Julia Edwards,Lao
Anthony Boyd,Kurdish
Andrew Nichols,Dhivehi
Roger Perez,Gujarati
Kathleen Martin,Japanese
Terry Reyes,Portuguese
Angela Williams,Dzongkha
Paula Carter,Persian
Larry Moore,Tswana
Johnny Flores,Bulgarian
Pamela Riley,Chinese
Michael Long,English
Jose Daniels,Gujarati
Robert Gibson,New Zealand Sign Language
Brenda Robertson,Guaraní
Joe Carter,Lao
Louise Stone,Irish Gaelic
Cynthia Lynch,Dutch
Angela Alvarez,Danish
Christina Austin,English
Carolyn Burke,Kashmiri
Roger Fowler,Armenian
Brandon Reed,Papiamento
Victor Marshall,Quechua
Jeremy Jenkins,Arabic
Anthony Matthews,Hungarian
Peter Parker,Lithuanian
Alice Garrett,Bulgarian
Cynthia Cole,Assamese
Diana Morris,Swati
Kathy Gutierrez,Yiddish
Jeremy Lane,Luxembourgish
Russell Bradley,English
Ronald Cole,Swati
Stephen Mills,Bulgarian
Jane Lee,Armenian
Donald Hanson,Malagasy
Teresa Jenkins,Georgian
Janet Carpenter,Kazakh
Louise Montgomery,Bosnian
Andrew Roberts,Kashmiri
Teresa Martinez,Hungarian
Lois Ross,Nepali
Brian Gray,Telugu
Sara Parker,Kazakh
Rose Matthews,Kannada
Thomas Hudson,Punjabi
Albert James,Fijian
Clarence Hamilton,New Zealand Sign Language
Jean Morgan,Malagasy
James Sanders,Latvian
Marilyn Snyder,Hindi
Brenda Sims,Lao
Katherine Reyes,Pashto
Carolyn Diaz,Luxembourgish
Joseph Bryant,Indonesian
Timothy Garrett,Bislama
Sharon Hall,Mongolian
Harry Carter,Swahili
Sarah Martin,Irish Gaelic
Alan Oliver,Norwegian
Emily Warren,Romanian
Billy Hall,Malay
Mildred George,Norwegian
Lawrence Sims,English
Julia Watkins,Chinese
Randy Larson,Dari
Ashley Crawford,Danish
Nicholas Rogers,Armenian
Eric Gilbert,Icelandic
Antonio Oliver,Georgian
Alice Edwards,Hindi
Bobby Fields,Lao
Chris Hayes,Pashto
Rose Morales,Dutch
Heather Fox,Nepali
Jason Burke,Polish
Karen Duncan,Ndebele
Kimberly Dean,Tajik
Anne Mcdonald,Chinese
Kathryn Edwards,Norwegian
Kelly Parker,Japanese
Earl Woods,Romanian
Wayne Rose,Macedonian
Judy Parker,Thai
Christine Lawrence,Armenian
Catherine Carpenter,Aymara
Rachel Dixon,Oriya
Dorothy Sanders,Tsonga
David Burton,Sotho
Nancy Howell,Kyrgyz
Emily Lee,Telugu
Charles Schmidt,Indonesian
Diana Cole,Lithuanian
Debra Howard,Polish
Kathleen Schmidt,Dzongkha
Jose Diaz,Bengali
Jason Scott,Maltese
Lisa Roberts,Macedonian
Janet Andrews,Tsonga
Carolyn Burke,Norwegian
Julia Fisher,Mongolian
Christine Brooks,Malagasy
Timothy George,Catalan
Anne Hamilton,Bosnian
George Griffin,Montenegrin
Linda Jordan,Bulgarian
Michael Gutierrez,Hebrew
Steven Woods,Quechua
Mary Campbell,Assamese
Marie Carter,Tswana
Andrea Rivera,Indonesian
Carl Hunt,Dutch
Christopher Day,Hindi
Dorothy Alvarez,English
Barbara Ramos,Aymara
Daniel King,Spanish
Martha Long,Somali
Willie Lane,Portuguese
Robert Johnson,Ndebele
Martha Gonzalez,Aymara
Kenneth Morales,Sotho
Donald Williams,German
Antonio Allen,Dhivehi
Albert Hunt,Persian
Matthew Martinez,Korean
Sarah Cunningham,Japanese
Daniel Collins,Mongolian
Jessica King,Moldovan
Lillian Williams,Dzongkha
Edward Larson,Tamil
Cynthia Crawford,Kazakh
Joan Webb,New Zealand Sign Language
Karen Flores,Zulu
Irene Henry,Somali
Carlos Stevens,Lithuanian
Tina Reynolds,Thai
Cynthia Bradley,Georgian
Christina Carpenter,Persian
Norma Williamson,Portuguese
Cynthia Turner,Bengali
Kevin Baker,Amharic
Nicole Brooks,Tamil
Tina George,Thai
Theresa Lawrence,Nepali
Doris Reynolds,Croatian
Joe Dixon,Macedonian
Ruby Bryant,Moldovan
Steve Baker,Mongolian
Robin Fisher,Albanian
Louis Wilson,Montenegrin
Gerald Berry,Hungarian
Kelly Perkins,Swahili
Jason Young,Belarusian
Steve Lane,Oriya
Eugene Hicks,Zulu
Jane Bryant,Amharic
Beverly Hansen,Finnish
Laura Williams,Macedonian
Benjamin Nelson,Kazakh
Carol Carpenter,Thai
Larry Miller,Haitian Creole
Elizabeth Johnston,Nepali
Mildred Lynch,Swati
Jessica Harvey,Montenegrin
Carolyn Boyd,Hindi
James Armstrong,Estonian
Janet Romero,Catalan
Eric Harris,Pashto
Kathy Carter,Luxembourgish
Judith Porter,Swati
Lisa West,Armenian
Roger Lee,Tamil
Craig Duncan,Burmese
Stephanie Warren,Azeri
Carolyn Morgan,Lao
William Lopez,Hiri Motu
Shawn Scott,Icelandic
Tammy Alvarez,Arabic
Christine Price,Afrikaans
Emily Ramirez,Northern Sotho
Chris Morrison,Guaraní
Michelle Hall,Tamil
Gregory Alvarez,Fijian
Henry Hart,Armenian
Janice Harper,Hungarian
Brian Reynolds,Polish
Kathleen Gilbert,Georgian
Donna Alvarez,Macedonian
Keith Chavez,Malayalam
Chris Hawkins,Swati
Johnny Larson,Filipino
Lawrence Smith,Malayalam
Christina Johnston,Macedonian
Kimberly Gomez,Thai
Victor Baker,New Zealand Sign Language
George Knight,Hungarian
Timothy Duncan,Guaraní
Katherine Pierce,Kashmiri
Johnny Wheeler,Kazakh
Paul Lawson,Bislama
Emily Butler,Oriya
Peter Robertson,Dhivehi
Jean Reid,Northern Sotho
Karen Rodriguez,Macedonian
Fred Torres,Assamese
Melissa Martinez,Latvian
Larry Williamson,Tsonga
Anne Day,Macedonian
Antonio King,Punjabi
Virginia Jacobs,Assamese
Richard Lynch,Lao
Rachel Montgomery,Lithuanian
Juan Hamilton,Kashmiri
Harold Ferguson,Pashto
Daniel Schmidt,Thai
Jennifer Crawford,Azeri
Elizabeth Jackson,Northern Sotho
Thomas Ford,Fijian
Peter Robertson,Mongolian
Philip Nelson,Portuguese
Melissa Murray,Italian
Maria Martin,Hindi
William Garrett,Dutch
Robin Meyer,Oriya
Charles Lewis,New Zealand Sign Language
Gregory Gardner,Irish Gaelic
Kathleen Marshall,Bulgarian
Rachel Castillo,Armenian
Harry Hall,Hebrew
Maria Collins,Burmese
Lillian Gibson,Persian
Frances Thompson,Thai
Aaron Price,Hiri Motu
Todd Mccoy,Luxembourgish
Edward Ramirez,Aymara
Alice Fisher,Tok Pisin
Nicholas Cruz,Polish
Paul Hall,Irish Gaelic
Patrick Parker,Bosnian
Phyllis Kim,Burmese
John Dixon,Guaraní
Margaret Robinson,Kazakh
Phillip Young,Gujarati
Julia Cole,Arabic
Amy Harris,Croatian
Stephen Crawford,Hungarian
Peter Taylor,Georgian
Frank Carter,Azeri
Ashley George,Nepali
Edward Wagner,Afrikaans
Terry Ryan,Hindi
William Alexander,Fijian
Daniel Mills,Indonesian
Kathy Lee,Haitian Creole
Gary Porter,Macedonian
Lori Robinson,Bislama
Mary Diaz,Khmer
Earl Richards,Indonesian
Lillian Romero,Swati
Sharon Kelley,Thai
Barbara Hicks,Danish
Shirley Thomas,Khmer
Nicholas Bennett,West Frisian
Kathy Knight,Yiddish
Heather Vasquez,Moldovan
Evelyn Alvarez,Bislama
Alice Nelson,Somali
Susan Gordon,Kazakh
Eric Gutierrez,Fijian
Randy Lynch,Haitian Creole
Betty Ryan,Pashto
Billy Richardson,Lithuanian
Diane Sanchez,Czech
Joe Bennett,Gagauz
Ruby Reid,Malay
Ernest Burton,Belarusian
Chris Jackson,Malay
Laura Bennett,Kazakh
Joyce Russell,Kashmiri
Walter Grant,Oriya
Christopher Morgan,Italian
Robert Ramos,Assamese
Kathleen Ortiz,Moldovan
Roy Jacobs,Marathi
Kathleen Perkins,Marathi
Joseph Willis,Croatian
Jack Rice,Japanese
Steven Smith,Moldovan
Carl Foster,Bulgarian
Judith Hamilton,Spanish
Ashley Rose,Swedish
Andrew Murphy,Croatian
Roger Clark,Italian
Arthur Ortiz,Bosnian
Sara Hicks,Macedonian
Antonio Harris,Icelandic
Shawn Ferguson,Marathi
Anne Long,Afrikaans
Antonio Larson,Punjabi
Julie Fernandez,Tetum
Michael Montgomery,Guaraní
Ralph Lewis,Filipino
Betty Carr,Bislama
Sarah Wright,Oriya
Heather Carter,Indonesian
Ralph Larson,Norwegian
Jessica Bradley,Irish Gaelic
Karen West,Zulu
Kevin Hill,Armenian
Scott Mccoy,Bislama
Roger Olson,Tswana
Ashley Burton,Persian
John Reynolds,Yiddish
Louise Parker,Yiddish
Norma Baker,Ndebele
Jeremy Gomez,Dutch
Jeremy Gibson,Amharic
Tammy Mitchell,Swedish
Lois Larson,Croatian
Harry Davis,Montenegrin
Maria Montgomery,Tajik
Johnny Warren,Tswana
Kelly Stanley,Thai
Steven Taylor,Estonian
Jean Wilson,Korean
Kimberly Bryant,Dhivehi
Maria Davis,Chinese
Brenda Chavez,Swahili
Joe Welch,Arabic
Lois Bailey,Guaraní
Brian Wright,Northern Sotho
David Perkins,English
Martin Nelson,Hindi
Arthur Garza,Pashto
Maria Oliver,Kashmiri
Samuel Jordan,Dhivehi
Tina Hart,Italian
Kenneth Roberts,Belarusian
Aaron Kim,Bislama
Rachel Turner,Portuguese
Ann Carr,Quechua
Philip Kennedy,Polish
Steven Stone,Quechua
Donna Welch,Polish
Karen Austin,Italian
Joan Burke,Punjabi
Emily Wright,Dzongkha
Louis Baker,Bislama
Sharon Sullivan,Indonesian
Cheryl Brown,Bengali
Jose Patterson,French
Nicole Ortiz,New Zealand Sign Language
Harry Murray,Dutch
Fred Gibson,Estonian
Aaron Reynolds,Kannada
Thomas Hunter,Kyrgyz
Louise Woods,Yiddish
Raymond Bennett,Malayalam
Wayne Olson,Lithuanian
Donald Barnes,Persian
Roy Torres,Tajik
Carolyn Hill,Indonesian
Wayne Warren,West Frisian
Lillian Martinez,Zulu
Kathryn Holmes,Swahili
Joe Sims,Filipino
Matthew Mccoy,Punjabi
Aaron Snyder,Chinese
Helen Brooks,Oriya
Joseph Owens,Luxembourgish
Sandra Price,Tajik
Jacqueline Patterson,Dhivehi
Janet Ryan,Azeri
Diane Medina,Pashto
Johnny Williamson,Norwegian
Chris Shaw,Thai
Roger Rivera,Bosnian
Pamela Hunter,Lao
George Perez,Yiddish
Harold Diaz,Ndebele
Margaret Fernandez,Quechua
Robert Elliott,Macedonian
Jerry Nichols,Luxembourgish
Debra Coleman,Catalan
Diane Warren,Korean
Helen Robertson,Papiamento
Timothy Cox,Bislama
Albert White,Hindi
Ryan Shaw,Croatian
Marilyn Hunter,Assamese
Jessica Lane,Bosnian
Matthew Coleman,Tok Pisin
Stephanie Jenkins,West Frisian
Eric Reyes,Kurdish
Jerry Ellis,Montenegrin
David Daniels,Latvian
Catherine Griffin,Georgian
Frances Edwards,Chinese
Lisa Wood,Luxembourgish
Terry Castillo,Haitian Creole
Dorothy Foster,Aymara
Russell Sanders,Telugu
Kathryn Oliver,Afrikaans
Alan Sanchez,Romanian
Denise Matthews,Papiamento
Alice Larson,Pashto
Matthew Hudson,Indonesian
Carol Gomez,Finnish
Marilyn Stephens,Montenegrin
Matthew Simmons,Icelandic
Randy Rivera,Zulu
Carl Peters,Portuguese
Joan Campbell,Quechua
Michelle Lawson,Dari
Carolyn Gray,Macedonian
Teresa Jackson,Filipino
Wanda Robinson,Khmer
Carol Harper,Dutch
Jean Long,Dari
Cheryl Arnold,Swahili
Kevin Cox,Arabic
Rebecca Tucker,Dari
Richard Campbell,Latvian
Ernest Palmer,Tsonga
Gerald Hunter,Tsonga
Maria Henderson,Guaraní
John Burke,Arabic
Jack Powell,Pashto
Martin Hudson,Tswana
Ronald Carr,Kurdish
Charles Campbell,Mongolian
Sharon Hudson,Sotho
Michael Bryant,Albanian
Linda Hamilton,Dari
Clarence Allen,Sotho
Adam Mendoza,Tsonga
Anna Hudson,Kyrgyz
Amanda Ryan,Polish
Howard Cox,Czech
Joe Barnes,Bislama
Albert Austin,New Zealand Sign Language
Paul Castillo,Kyrgyz
Ruth Campbell,Catalan
Ruth Morris,Maltese
Jack Andrews,Assamese
Carol Stewart,Fijian
Jessica Reynolds,Bulgarian
James Wood,Swati
Lisa Pierce,Kashmiri
Lisa Bell,Punjabi
Ronald Hall,Bengali
Amanda Rodriguez,Tajik
Cheryl Garza,German
Richard Brown,Dutch
Beverly Medina,Aymara
Howard Adams,Georgian
Ann Lopez,Quechua
Ernest Hanson,Māori
James Warren,Sotho
Raymond Price,Bulgarian
Irene Gardner,Pashto
Jeremy Peters,Tswana
Paula Hall,Pashto
Ashley Sanchez,West Frisian
Julie Rose,Luxembourgish
Nancy Spencer,Tswana
Paul Kelly,Italian
Diana Jacobs,Persian
Denise Morales,Kazakh
Kelly Thompson,Irish Gaelic
Gary Hicks,Kurdish
Jean Mason,Tajik
Elizabeth Ortiz,Thai
Catherine Ferguson,Luxembourgish
Peter Simpson,Telugu
Jean Carroll,Moldovan
Daniel Parker,Tajik
Howard Welch,Pashto
Ralph Day,Afrikaans
Nicole Clark,Ndebele
Robin Ray,Telugu
Kelly Medina,German
Sara Morales,Northern Sotho
Carl Rice,Assamese
Heather Snyder,Belarusian
Marie Holmes,Azeri
Philip Ellis,Tamil
Karen Clark,Sotho
Harold Martinez,Lao
Richard Daniels,Afrikaans
Dennis Simmons,Dari
Cynthia Alvarez,Malagasy
Anthony Stephens,Finnish
Jose Gonzales,Dzongkha
Philip Gray,Tajik
Donald Riley,Bosnian
Helen Roberts,Fijian
Paul Barnes,Lithuanian
Thomas Reyes,Quechua
Jose Rogers,Dutch
Clarence Henry,Zulu
Harry Gray,Portuguese
Gloria Miller,Latvian
Paul Green,Hindi
Louise Torres,Malayalam
Keith Porter,Spanish
Juan Gray,Hungarian
Kathryn Ferguson,Oriya
Phyllis Lynch,Tajik
Theresa Lane,Dari
Robin Rodriguez,Tamil
Ernest Hayes,Hindi
Joe Carr,Kurdish
Christine Fields,Arabic
Christine Greene,Catalan
Julia Crawford,Ndebele
Michelle Hunt,Northern Sotho
Jean Davis,Japanese
Deborah Nguyen,Zulu
Margaret Arnold,Oriya
Alice Griffin,Lithuanian
Amanda Allen,Kurdish
Steven Butler,Malagasy
Ruth Lynch,Gujarati
Angela King,Telugu
Ashley Fisher,Kyrgyz
Julia Payne,Kashmiri
Irene Murphy,Armenian
Adam Gibson,Dari
Debra Bradley,Persian
Douglas West,West Frisian
Karen Howell,Northern Sotho
Kelly Larson,Punjabi
Richard Elliott,Telugu
Betty Rivera,Hebrew
Mary Reid,Telugu
Brian Williams,Dzongkha
Eric Gilbert,Kannada
Roy Fox,Punjabi
Frank Richards,Tok Pisin
Annie Medina,Assamese
Henry Bowman,Albanian
Stephanie Rodriguez,Amharic
Mildred Burns,Swedish
Harry Hunt,Bengali
Kimberly Morales,Romanian
Randy Lee,Swahili
Philip Berry,Chinese
Matthew Jackson,Tsonga
Dorothy Alvarez,Haitian Creole
Jose Gutierrez,Pashto
Juan Allen,Bengali
Bobby Jones,Haitian Creole
Pamela Stevens,French
Bobby Gonzalez,Irish Gaelic
Marilyn Burton,Hungarian
Juan Anderson,Filipino
Aaron Sanchez,Papiamento
Katherine Rice,Bengali
Rebecca Foster,Georgian
Harry Stone,Tsonga
Brandon Bishop,Greek
Walter Owens,Yiddish
Denise Oliver,Norwegian
Betty Cox,Bislama
Patricia Welch,Hiri Motu
Carlos Wheeler,Lithuanian
David Wheeler,Chinese
Robin Bradley,Dutch
David Harper,Sotho
Peter Hawkins,Malayalam
Gary Jacobs,Macedonian
Harry Ramirez,Persian
Jason Hansen,Persian
Phyllis Carpenter,German
Jennifer Arnold,Polish
Chris Fernandez,Zulu
Amanda Olson,Nepali
Billy Smith,Aymara
Jessica Hawkins,Tamil
Melissa Elliott,Japanese
Andrea Weaver,Kazakh
Scott Knight,Burmese
Sharon Kennedy,Hiri Motu
Rachel Howard,Thai
Jean Lewis,Estonian
Bruce Jones,Spanish
Douglas Burton,New Zealand Sign Language
Frank Bennett,Bulgarian
Timothy Powell,Swati
Gary Sullivan,Kurdish
Eugene Simpson,French
Betty Washington,Kyrgyz
Robert Day,Oriya
William Schmidt,Kannada
Walter Kim,Armenian
Janet Black,Kashmiri
Stephen Alexander,Belarusian
Denise Rodriguez,Mongolian
Anna Little,Filipino
Jessica Coleman,Hindi
Donna Reyes,Aymara
Richard Grant,Kyrgyz
Joan Vasquez,Sotho
Jack Patterson,Bengali
Clarence Tucker,West Frisian
Jimmy Hamilton,Guaraní
Steve Duncan,Maltese
Linda Holmes,German
Juan Coleman,Bislama
Susan Cook,Icelandic
Brenda Duncan,Tsonga
Mary Cunningham,Tswana
Nicholas Ward,Lao
Jane Franklin,Malayalam
Irene Nguyen,Māori
Jennifer Austin,Maltese
Annie Griffin,Georgian
Ronald Wells,Malay
Emily Russell,Haitian Creole
Ruby Perez,Tamil
Kimberly Stephens,Sotho
Richard Ward,Hiri Motu
Lawrence Ford,Catalan
Gerald Ryan,Georgian
Catherine Grant,Estonian
Walter Mills,Haitian Creole
Frank Williams,Hungarian
Lois Lawrence,Moldovan
Willie Martinez,Telugu
Ashley Bryant,Swati
Judy Hudson,Swati
Sean Garcia,Ndebele
Brian Reid,Dzongkha
Marilyn Powell,Tamil
Bobby Thompson,Belarusian
Raymond Williams,Gagauz
Stephen Barnes,English
Stephanie Morris,Bengali
Daniel Henderson,New Zealand Sign Language
Karen Wilson,Māori
Amanda Young,Korean
Kelly Burton,Telugu
Michael Alvarez,Tok Pisin
Frank Walker,Swedish
Teresa Sullivan,Swati
Antonio Perry,Korean
Russell Robertson,Korean
Tina Price,West Frisian
David Franklin,Maltese
Dennis Evans,Tswana
Juan Holmes,Pashto
Jerry Brooks,Gujarati
Carol Hunt,Azeri
Jessica Ortiz,Hebrew
John Hart,Kashmiri
